,accommodates,price,minimum_nights,maximum_nights,minimum_maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm,review_scores_rating,calculated_host_listings_count,calculated_host_listings_count_private_rooms,days_since_last_review,days_since_first_review,days_since_host_since,room_type,host_response_rate,bathrooms,host_is_superhost,host_identity_verified,instant_bookable,Entire rental unit,Price/square ,EMPORIKO TRIGONO-PLAKA,jumio,work_email,Shampoo,Heating,Hot water,TV,Coffee maker,Dedicated workspace,Bed linens,Washer,Elevator,Fire extinguisher,First aid kit,Free street parking,Extra pillows and blankets,Patio or balcony,Smoke alarm,Microwave,Shower gel,Luggage dropoff allowed,Private entrance,Host greets you,Lockbox,Room-darkening shades,Hot water kettle,Crib,Paid parking off premises,Body soap,Dryer,Baking sheet,Ethernet connection,Dishwasher,Outdoor furniture,High chair,Pack ’n play/Travel crib,Cable TV,Single level home,Bathtub
2033,3,44.0,1,28,28,0,150,0,4.84,65,0,702,1383,1739,0,5,1 ,1.0,1.0,1,1,1950,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2034,7,45.0,4,350,1125,0,9,0,4.78,1,0,900,831,1990,0,5,1 ,0.0,0.0,1,1,1570,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,4,49.0,5,60,60,0,150,9,4.98,2,0,19,1394,1430,0,0,1 ,1.0,1.0,1,1,2300,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
2036,4,45.0,1,1125,1125,11,157,14,4.96,2,0,94,1292,3533,0,5,1 ,0.0,1.0,1,1,1950,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
2037,2,26.0,2,1125,1125,25,66,10,4.48,2,0,63,1351,1428,0,5,1.5 ,0.0,1.0,1,1,1200,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1
2038,2,33.0,2,47,47,13,86,10,4.67,11,6,20,1391,1448,2,5,1.5 ,0.0,1.0,1,0,2380,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2039,2,25.0,2,1125,1125,16,77,5,4.7,1,0,1194,1352,1427,0,2,1 ,0.0,1.0,0,1,1400,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,6,95.0,2,1125,1125,26,6,0,4.83,4,0,1172,1232,1562,0,5,2 ,0.0,0.0,0,1,1950,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2041,5,64.0,3,1125,1125,23,80,7,4.99,1,0,30,1179,2352,0,5,2 ,1.0,1.0,0,1,1175,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1
2042,4,50.0,2,1125,1125,0,5,1,5.0,2,0,24,1277,2240,0,5,1 ,1.0,0.0,1,0,1800,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0
2043,5,35.0,1,90,90,0,35,0,4.94,1,0,746,1387,1427,0,0,1 ,0.0,0.0,0,1,1400,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,5,92.0,1,1125,7,17,13,4,4.46,14,0,754,744,2103,0,5,1 ,0.0,1.0,1,1,1570,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,2,25.0,2,1125,1125,0,26,4,4.85,21,10,766,1197,2045,2,5,1  ,0.0,1.0,1,0,1250,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1
2047,3,170.0,3,1125,1125,26,37,10,5.0,1,0,28,1289,2163,0,0,1.5 ,0.0,0.0,0,1,4000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2048,4,38.0,2,30,1125,0,50,7,4.96,1,0,249,1346,2088,0,5,1 ,1.0,1.0,1,1,4000,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2049,4,28.0,2,60,1125,0,126,26,4.99,1,0,32,1382,1424,0,5,1 ,1.0,1.0,1,1,1650,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
2050,8,165.0,2,90,1125,25,92,7,4.81,1,0,81,1399,1424,0,0,2 ,1.0,1.0,1,1,1570,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2051,5,49.0,1,1125,1125,14,63,20,4.84,1,0,22,1351,1423,0,5,1 ,0.0,1.0,1,0,2300,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,6,120.0,1,1125,1125,23,4,0,5.0,8,0,883,1023,3799,0,5,1 ,1.0,1.0,0,1,1400,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2053,6,66.0,1,1125,1125,18,3,2,4.33,8,0,358,275,3800,0,5,1 ,1.0,1.0,1,1,1400,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2055,4,70.0,2,1125,1125,24,20,1,4.8,1,0,830,1002,1422,0,5,1.5 ,0.0,1.0,0,0,1600,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2059,4,111.0,2,15,15,29,2,0,5.0,3,0,875,898,2580,0,5,1.5 ,0.0,0.0,0,1,2380,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,5,30.0,4,1125,1125,0,63,5,4.6,1,0,831,1388,1490,0,5,1 ,0.0,1.0,0,1,1100,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
2062,2,34.0,1,15,15,15,131,19,4.79,1,0,40,1416,3353,0,0,1 ,1.0,1.0,0,1,1400,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
2063,4,73.0,3,30,30,23,19,2,4.67,11,0,94,1211,2496,0,0,1.5 ,1.0,1.0,0,1,1400,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2064,2,133.0,1,31,31,28,1,1,5.0,6,6,149,149,1421,2,0,1 ,0.0,0.0,1,0,2300,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,3,42.0,2,1125,1125,17,168,25,4.89,8,0,40,1395,2017,0,5,1 ,1.0,1.0,1,1,1400,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2066,12,107.0,1,28,28,13,238,71,4.93,65,0,22,1282,1739,0,5,2 ,1.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2067,2,12.0,60,100,1125,28,122,0,4.62,4,4,601,1397,1914,2,5,1  ,0.0,1.0,1,0,1200,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2068,2,38.0,1,31,31,24,67,8,4.78,54,43,76,1332,3489,2,5,1  ,0.0,1.0,1,0,1175,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,2,13.0,60,100,1125,29,154,4,4.64,4,4,763,1401,1914,2,5,1  ,0.0,1.0,1,0,1200,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2071,3,45.0,3,29,1125,10,13,4,4.77,1,0,39,1388,2381,0,5,1 ,0.0,0.0,1,1,1400,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0
2072,5,100.0,2,1125,1125,30,3,0,5.0,1,0,1212,1221,1419,0,0,1 ,0.0,0.0,0,1,1175,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2073,2,29.0,1,15,15,22,39,3,4.62,54,43,441,1380,3489,2,5,1  ,0.0,1.0,1,0,1175,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,3,45.0,1,1125,1125,23,83,15,4.89,9,5,31,1263,2791,0,5,1 ,1.0,1.0,1,1,1175,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2075,2,32.0,1,12,12,21,79,3,4.68,54,43,792,1378,3489,2,5,1  ,0.0,1.0,1,0,1175,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,8,330.0,1,1125,1125,30,4,3,5.0,62,15,127,75,3774,0,5,2 ,0.0,1.0,0,0,1250,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2077,6,117.0,1,1125,1125,22,88,7,4.56,75,0,62,1394,3568,0,5,2 ,0.0,1.0,1,1,1800,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
2078,6,225.0,1,1125,1125,30,3,1,5.0,62,15,107,1144,3774,2,5,2.5 ,0.0,1.0,0,0,1250,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2079,4,142.0,1,1125,1125,0,12,9,4.73,4,0,129,1303,1418,0,5,1 ,1.0,1.0,1,1,1950,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
2080,2,40.0,2,1125,1125,0,2,0,5.0,1,0,1149,1115,2029,0,5,1 ,0.0,1.0,0,1,1380,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2081,2,72.0,3,1125,1125,0,38,0,4.95,2,0,1052,1304,1666,0,5,1 ,1.0,1.0,1,1,4000,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,9,117.0,3,120,1125,21,65,9,4.89,1,0,10,1193,1417,0,5,4 ,1.0,1.0,0,1,1570,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2083,5,35.0,1,30,30,0,5,0,4.4,1,0,871,1307,1633,0,0,1 ,0.0,0.0,1,1,1400,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,6,49.0,2,1125,1125,30,47,3,4.83,1,0,757,1226,2109,0,5,1 ,0.0,1.0,0,1,1400,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2085,4,45.0,1,1125,1125,0,218,0,4.95,1,0,727,1387,1415,0,5,1 ,1.0,1.0,0,1,1400,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2086,5,64.0,2,1125,1125,19,111,13,4.96,1,0,16,1333,1416,0,5,1 ,1.0,1.0,1,1,1800,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
2087,5,39.0,2,1125,1125,5,120,24,4.47,1,0,17,1276,2143,0,5,1 ,0.0,1.0,0,1,2380,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2088,2,34.0,1,1125,1125,21,11,4,5.0,2,0,24,600,1414,0,5,1 ,1.0,0.0,0,1,1100,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2089,2,34.0,1,1125,1125,19,4,0,5.0,2,0,931,1255,1414,0,5,1 ,1.0,0.0,0,1,1200,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2091,3,45.0,2,90,90,0,6,0,5.0,2,0,1153,1246,1921,0,5,1 ,0.0,1.0,0,1,1400,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,4,143.0,2,1125,1125,1,178,20,4.97,3,1,32,1346,1413,0,5,1.5 ,1.0,1.0,1,1,3500,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2093,5,45.0,2,1125,1125,0,42,0,4.88,31,0,725,1396,1511,0,5,1 ,0.0,1.0,1,1,1400,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,4,59.0,2,1125,1125,15,56,17,4.82,3,1,58,1274,1413,0,5,1 ,1.0,1.0,1,1,4000,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2095,4,77.0,2,1125,1125,11,34,14,4.97,34,0,45,1352,1732,0,5,1 ,1.0,1.0,1,1,1680,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2096,6,121.0,2,1125,1125,22,64,4,4.94,2,0,44,1233,1665,0,5,2.5 ,1.0,1.0,0,1,4000,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2097,2,23.0,3,1125,1125,0,105,17,4.92,1,0,16,1220,1420,0,5,1 ,1.0,0.0,1,1,1175,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2098,2,45.0,2,1125,1125,22,76,18,4.96,3,1,7,1324,1414,2,5,1  ,1.0,1.0,1,0,4000,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2099,2,21.0,1,300,1125,11,19,0,4.42,3,0,1222,1375,2469,0,0,1 ,0.0,1.0,1,1,1250,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2100,8,120.0,3,1125,1125,23,1,0,4.0,1,0,1246,1246,1408,0,1,2 ,0.0,0.0,1,0,1100,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2101,2,29.0,2,30,1125,21,76,14,4.62,2,0,21,1282,2385,0,5,1 ,1.0,1.0,1,1,2380,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,3,47.0,2,99,99,0,18,0,4.89,1,0,1244,1225,1407,0,0,1 ,0.0,0.0,0,1,1570,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2105,6,71.0,1,10,10,2,366,75,4.85,4,0,12,1390,2183,0,5,1 ,1.0,1.0,1,1,2380,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2106,2,36.0,2,30,1125,24,84,15,4.87,1,0,120,1351,1407,0,4,1 ,1.0,0.0,1,1,1400,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2107,6,111.0,2,1125,1125,0,48,13,5.0,34,0,113,1262,1732,0,5,2 ,1.0,1.0,1,1,1680,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2108,2,22.0,2,1125,1125,13,14,0,4.5,3,0,1088,1282,2468,0,0,1.5 ,0.0,1.0,1,1,1250,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2109,5,82.0,1,28,28,4,282,72,4.95,65,0,27,1385,1738,0,5,1 ,1.0,1.0,1,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2110,4,120.0,2,90,1125,14,55,11,4.98,2,0,17,1388,1404,0,5,1 ,1.0,1.0,1,1,2380,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
2111,2,44.0,1,1125,1125,0,80,13,4.65,12,0,45,1326,1771,0,5,1 ,1.0,1.0,1,1,1175,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2112,5,76.0,2,1125,1125,24,76,12,4.99,3,0,13,1303,2388,0,5,1 ,1.0,1.0,1,1,1400,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0
2113,2,25.0,1,7,7,27,16,0,4.8,1,1,1099,1188,1403,2,0,1  ,0.0,0.0,0,0,1570,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2114,4,29.0,3,400,400,13,130,15,4.53,8,0,108,1393,1852,0,4,1 ,0.0,1.0,1,1,1950,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2115,6,48.0,1,180,180,18,5,2,5.0,8,0,93,75,1972,0,5,1 ,1.0,0.0,0,1,1175,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2116,3,36.0,2,1125,1125,28,100,22,4.91,3,0,489,1379,2143,0,5,1 ,1.0,1.0,1,0,1250,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
2117,4,39.0,1,28,28,0,111,0,4.77,22,0,747,1331,1633,0,0,1 ,1.0,1.0,1,1,1250,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2118,4,45.0,1,28,28,0,114,0,4.85,65,0,747,1303,1739,0,5,1 ,1.0,1.0,1,1,1400,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2120,3,75.0,2,60,1125,0,25,2,4.92,1,0,784,1298,2097,0,0,1 ,0.0,0.0,0,1,2300,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2121,6,56.0,3,1125,1125,1,69,1,4.84,1,0,759,1299,2767,0,5,2 ,0.0,1.0,0,1,1400,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2122,4,107.0,1,1125,1125,23,106,7,4.92,74,0,7,1353,2628,0,5,1 ,1.0,1.0,1,1,1400,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
2123,5,200.0,2,1125,1125,30,60,0,4.9,1,0,605,1352,1398,0,0,1.5 ,1.0,1.0,1,1,1250,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
2124,2,25.0,2,1125,1125,0,108,12,4.84,1,0,114,1335,2921,0,5,1 ,0.0,1.0,0,1,1570,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2125,4,21.0,1,1125,1125,0,230,1,4.85,1,0,340,1368,1399,0,0,1 ,1.0,1.0,0,1,1375,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2126,10,107.0,1,365,1125,20,14,9,4.64,8,0,105,953,2560,0,5,1 ,0.0,1.0,1,1,1100,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2127,4,75.0,2,1125,1125,13,276,70,4.94,1,0,3,1325,1426,0,5,1.5 ,1.0,1.0,1,1,1100,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,2,45.0,1,1125,1125,24,316,37,4.96,1,0,120,1389,1394,0,5,1 ,1.0,1.0,1,1,1380,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,6,40.0,2,180,180,17,138,18,4.98,4,0,2,1216,2122,0,5,1 ,1.0,1.0,0,0,1680,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
2130,6,71.0,2,180,180,17,128,23,4.98,4,0,2,1206,2122,0,5,2 ,1.0,1.0,0,0,1680,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1
2131,4,98.0,2,1125,1125,6,165,19,4.78,2,0,22,1340,1394,0,5,2 ,0.0,1.0,1,1,4000,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
2132,2,40.0,2,1125,1125,24,105,13,4.85,1,0,89,1205,1514,0,5,1 ,0.0,0.0,1,1,1570,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2133,3,40.0,2,1125,1125,0,25,0,4.92,1,0,758,1263,1393,0,0,1 ,1.0,1.0,0,1,1800,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,4,50.0,2,1125,1125,0,49,10,5.0,1,0,45,1370,1398,0,5,1 ,1.0,0.0,1,1,1400,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2136,6,40.0,1,30,1125,0,80,0,4.59,1,0,606,1331,1392,0,1,1 ,0.0,0.0,0,1,1175,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
2137,2,60.0,3,90,90,0,3,0,5.0,1,0,863,1216,1392,0,0,1 ,0.0,0.0,1,0,4000,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2138,5,63.0,2,30,99,19,6,0,4.5,1,0,421,1069,1474,0,2,1 ,0.0,1.0,1,1,1375,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,5,37.0,2,30,30,0,81,0,4.73,1,0,660,1331,1391,0,0,1 ,0.0,1.0,0,1,1800,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,3,27.0,2,60,60,0,121,0,4.88,1,0,790,1377,1390,0,0,1 ,1.0,0.0,0,1,1570,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,6,61.0,2,1125,1125,10,109,14,4.86,1,0,57,1271,2357,0,0,1 ,1.0,1.0,0,0,1175,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1
