,accommodates,price,minimum_nights,maximum_nights,minimum_maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm,review_scores_rating,calculated_host_listings_count,calculated_host_listings_count_private_rooms,days_since_last_review,days_since_first_review,days_since_host_since,room_type,host_response_rate,bathrooms,host_is_superhost,host_identity_verified,instant_bookable,Entire rental unit,Price/square ,EMPORIKO TRIGONO-PLAKA,jumio,work_email,Shampoo,Heating,Hot water,TV,Coffee maker,Dedicated workspace,Bed linens,Washer,Elevator,Fire extinguisher,First aid kit,Free street parking,Extra pillows and blankets,Patio or balcony,Smoke alarm,Microwave,Shower gel,Luggage dropoff allowed,Private entrance,Host greets you,Lockbox,Room-darkening shades,Hot water kettle,Crib,Paid parking off premises,Body soap,Dryer,Baking sheet,Ethernet connection,Dishwasher,Outdoor furniture,High chair,Pack ’n play/Travel crib,Cable TV,Single level home,Bathtub
5725,2,75.0,1,1125,99,13,7,7,4.71,7,0,35,161,1956,0,5,1 ,1.0,0.0,1,1,2380,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5726,3,67.0,1,1125,1125,12,232,120,4.81,3,0,17,666,702,0,5,1 ,1.0,1.0,1,1,2380,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5727,3,70.0,1,1125,1125,19,264,132,4.84,3,0,7,673,702,0,5,1 ,1.0,1.0,1,1,2380,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0
5728,6,76.0,2,1125,1125,5,24,23,4.96,9,0,12,72,2874,0,5,1.5 ,1.0,1.0,1,1,2380,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0
5729,2,48.0,1,1125,1125,4,19,12,4.68,12,0,50,682,997,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5730,2,28.0,3,1125,1125,16,84,51,4.87,5,0,83,694,1372,0,5,1 ,1.0,1.0,1,1,1375,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5731,2,21.0,2,14,1125,0,4,1,5.0,1,0,252,466,1680,0,5,1 ,1.0,1.0,0,1,950,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5732,2,33.0,2,730,1125,18,15,7,4.07,156,0,98,665,2407,0,5,1 ,0.0,1.0,1,1,1100,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,2,50.0,2,28,1125,17,19,14,4.84,2,0,114,688,700,0,5,1 ,1.0,1.0,1,1,2300,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5735,4,124.0,2,28,1125,16,61,55,4.98,2,0,12,493,700,0,5,1 ,1.0,1.0,1,0,2380,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,6,47.0,1,365,1125,0,22,10,4.91,21,0,36,637,1433,0,5,1.5 ,0.0,1.0,1,1,1380,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5737,4,60.0,1,40,1125,8,83,34,4.8,9,0,24,687,2754,0,5,1 ,0.0,1.0,1,1,2380,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5738,3,64.0,1,1125,1125,21,9,7,5.0,2,0,22,667,2064,0,4,1.5 ,0.0,1.0,1,1,2380,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5739,4,62.0,1,1125,1125,21,3,0,5.0,2,0,668,677,2063,0,4,1.5 ,0.0,1.0,0,1,2380,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740,3,25.0,1,1125,1125,10,10,5,4.4,9,0,95,87,1302,0,5,1 ,0.0,1.0,1,1,1250,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5741,4,66.0,2,365,1125,17,15,14,4.8,1,0,63,656,700,0,5,1 ,1.0,1.0,1,1,2300,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5742,5,42.0,1,500,1125,19,77,35,4.71,39,0,18,625,1895,0,5,1 ,0.0,1.0,1,1,1570,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5743,4,41.0,1,365,1125,0,6,6,4.17,21,0,40,201,1434,0,5,1 ,0.0,1.0,1,1,1175,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5744,6,67.0,2,1125,1125,18,27,20,4.93,34,0,127,664,1732,0,5,1.5 ,1.0,1.0,1,1,1680,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
5745,6,90.0,2,1125,1125,28,5,3,5.0,11,0,642,314,697,0,5,2 ,1.0,1.0,0,1,1250,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5746,4,55.0,2,1125,1125,28,4,4,5.0,11,0,293,358,697,0,5,1 ,1.0,1.0,0,1,1250,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5747,6,73.0,2,1125,1125,28,1,1,5.0,11,0,324,324,697,0,5,1 ,1.0,1.0,0,1,1100,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5748,6,73.0,2,1125,1125,28,5,5,4.8,11,0,160,280,697,0,5,1 ,1.0,1.0,0,1,1250,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5749,6,82.0,2,1125,1125,26,2,0,5.0,11,0,629,660,697,0,5,1.5 ,1.0,1.0,0,1,1250,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5750,12,214.0,2,1125,1125,27,10,0,4.8,11,0,594,366,696,0,5,2 ,1.0,1.0,0,1,1100,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5751,12,210.0,2,1125,1125,28,9,3,4.89,11,0,613,399,697,0,5,2 ,1.0,1.0,0,1,1250,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5752,16,319.0,2,1125,1125,28,3,0,5.0,11,0,633,628,697,0,5,3 ,1.0,1.0,0,1,1250,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5753,4,75.0,1,1125,1125,0,1,0,5.0,7,0,665,665,1929,0,0,1 ,1.0,1.0,1,0,1800,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
5754,4,75.0,1,30,1125,17,6,5,4.83,5,5,36,591,3878,2,5,1  ,0.0,1.0,1,0,2380,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
5755,4,53.0,2,1125,1125,1,89,37,4.93,2,0,22,678,694,0,5,1 ,1.0,1.0,1,0,1400,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5756,14,209.0,2,1125,1125,27,8,5,5.0,11,0,611,324,696,0,5,2.5 ,1.0,1.0,0,1,1570,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
5757,10,118.0,2,1125,1125,27,11,4,4.82,11,0,177,630,696,0,5,2 ,1.0,1.0,0,1,1570,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5758,16,360.0,2,1125,1125,26,1,0,5.0,11,0,386,386,696,0,5,4.5 ,1.0,1.0,0,1,1570,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5759,4,80.0,1,1125,1125,0,1,0,5.0,7,0,680,680,1929,0,0,1 ,1.0,1.0,1,0,1800,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
5760,2,60.0,1,1125,1125,0,2,1,5.0,7,0,308,687,1929,0,0,1 ,1.0,1.0,1,0,1800,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
5761,2,38.0,2,1125,1125,18,32,19,4.91,1,0,63,643,799,0,5,1 ,1.0,1.0,1,1,1680,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5762,2,28.0,3,1125,1125,0,12,3,4.67,1,0,68,662,842,0,4,1 ,0.0,0.0,1,1,1050,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5763,3,37.0,3,20,1125,11,57,30,4.74,4,2,616,669,1880,0,5,1 ,1.0,1.0,1,1,1570,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5764,2,35.0,2,1125,1125,0,8,0,4.75,4,0,442,468,735,0,0,1 ,0.0,1.0,1,1,1250,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
5765,2,35.0,2,1125,1125,0,25,1,4.52,4,0,610,615,735,0,0,1 ,0.0,1.0,1,1,1250,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5766,4,40.0,3,1125,1125,7,34,19,4.68,22,0,118,635,1114,0,5,1 ,0.0,1.0,0,1,1400,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5767,4,90.0,1,1125,1125,24,22,16,4.95,74,0,2,465,2627,0,5,1 ,1.0,1.0,1,1,1400,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
5768,2,31.0,1,1125,1125,7,4,1,4.5,27,0,140,659,998,0,4,1 ,0.0,1.0,1,1,1400,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5770,2,34.0,1,89,1125,0,3,1,4.67,28,0,590,470,2408,0,5,1 ,1.0,1.0,1,1,1175,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5771,4,36.0,1,28,28,0,4,0,4.75,22,0,595,666,1633,0,0,1 ,1.0,1.0,1,1,1250,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772,2,30.0,1,360,1125,4,7,6,5.0,3,2,44,148,744,2,5,1  ,1.0,1.0,0,0,1600,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
5773,4,125.0,2,1125,1125,30,2,1,5.0,13,0,199,620,3462,0,5,1 ,0.0,1.0,1,0,2380,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0
5774,4,38.0,1,1125,1125,20,13,12,3.38,45,0,174,368,1592,0,5,1 ,0.0,1.0,1,1,1175,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5775,6,120.0,3,99,1125,0,20,2,4.85,2,0,676,665,2150,0,5,2.5 ,0.0,1.0,1,1,1400,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0
5776,5,48.0,2,25,1125,12,64,26,4.64,6,0,89,626,1236,0,5,1 ,0.0,1.0,1,1,2380,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
5777,2,22.0,1,365,1125,5,12,12,4.5,21,0,5,267,1433,0,5,1 ,0.0,1.0,1,1,1680,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5778,4,59.0,1,1125,1125,12,67,31,4.79,9,0,23,666,2753,0,5,1 ,0.0,1.0,1,1,2380,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5779,3,30.0,1,1125,1125,13,52,33,4.73,1,0,37,609,2487,0,5,1 ,1.0,1.0,1,1,2380,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5783,4,44.0,1,500,1125,12,122,60,4.55,39,0,24,672,1895,0,5,1 ,0.0,1.0,1,1,2380,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5784,5,55.0,1,1125,1125,23,14,5,4.43,30,0,43,451,1635,0,5,1.5 ,0.0,1.0,1,1,1250,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
5785,3,33.0,1,1125,1125,3,5,0,4.4,28,0,396,666,1350,0,5,1 ,0.0,1.0,0,0,1400,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5786,3,55.0,1,1125,1125,23,16,6,4.56,30,0,68,660,1635,0,5,1.5 ,0.0,1.0,1,1,1250,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
5787,2,18.0,1,1125,1125,26,45,28,4.76,2,2,4,659,691,2,0,1  ,0.0,0.0,1,0,1100,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5788,4,43.0,1,1125,1125,13,11,0,4.73,30,0,663,685,1884,0,5,1 ,1.0,1.0,0,1,1100,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5789,6,55.0,3,1125,1125,28,4,0,5.0,1,0,482,625,2187,0,5,1.5 ,0.0,0.0,0,1,1100,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5790,2,24.0,1,20,1125,0,38,26,4.14,1,0,73,626,979,0,5,1 ,0.0,1.0,1,1,1400,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5791,4,80.0,1,365,7,22,8,5,4.88,1,0,50,617,888,0,5,1 ,1.0,1.0,1,0,4000,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5792,6,150.0,1,1125,1125,0,14,11,5.0,14,0,30,606,1287,0,5,1.5 ,0.0,1.0,1,1,1800,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5793,4,42.0,2,1125,1125,24,16,9,5.0,1,0,61,667,1159,0,5,1 ,1.0,0.0,1,1,1400,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1
5795,2,55.0,1,1125,1125,0,8,5,3.75,74,0,102,569,2627,0,5,1 ,1.0,1.0,1,1,3500,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0
5796,4,40.0,2,180,1125,0,1,0,5.0,4,0,667,667,1112,0,0,1 ,1.0,1.0,1,1,1400,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5797,3,70.0,2,1125,365,23,2,1,5.0,4,0,340,372,961,0,5,1 ,1.0,1.0,0,1,1950,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5798,4,45.0,2,180,1125,0,2,0,5.0,4,0,672,666,1111,0,0,1 ,1.0,1.0,1,1,1400,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5799,2,36.0,2,1125,1125,0,12,10,4.5,1,0,3,441,688,0,5,1 ,0.0,0.0,0,1,2380,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
5800,4,23.0,1,15,15,13,18,14,3.94,4,0,607,660,1749,0,5,1 ,0.0,1.0,1,1,1570,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5801,3,73.0,1,365,365,0,4,3,5.0,1,0,50,368,1344,0,4,1.5 ,0.0,1.0,0,1,1100,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
5802,2,80.0,1,1125,1125,0,4,0,5.0,1,0,627,676,687,0,0,1 ,0.0,1.0,1,1,1250,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5803,3,40.0,1,1125,1125,2,30,23,4.73,3,0,31,74,3060,0,0,1 ,1.0,1.0,1,1,1400,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5804,4,34.0,1,1125,1125,19,28,25,4.71,2,0,99,665,1526,0,5,1 ,0.0,1.0,1,1,1400,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
5805,4,45.0,1,28,1125,0,48,26,4.88,1,0,387,532,687,0,5,1.5 ,1.0,0.0,1,1,1350,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5806,4,33.0,2,90,1125,9,3,2,5.0,1,0,237,624,687,0,5,1 ,1.0,1.0,1,1,1300,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5807,4,84.0,1,60,1125,0,8,5,5.0,8,0,57,23,1237,0,5,2 ,1.0,1.0,1,1,1900,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0
5808,3,55.0,2,1125,1125,3,26,26,4.88,1,0,23,121,2500,0,5,1 ,1.0,1.0,1,1,1800,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5809,2,211.0,1,1125,1125,21,65,33,4.91,26,0,19,637,1672,0,0,1.5 ,1.0,1.0,1,1,2380,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
5810,5,53.0,2,1125,1125,0,2,2,4.5,6,0,107,148,1577,0,5,1 ,0.0,1.0,1,1,1950,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5811,4,50.0,1,1125,1125,0,2,0,5.0,1,0,666,679,684,0,0,1 ,0.0,0.0,1,1,1350,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5812,4,69.0,1,1125,1125,16,9,6,5.0,8,0,669,490,3799,0,5,1 ,1.0,1.0,1,1,1800,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5813,4,35.0,2,30,30,29,1,0,5.0,1,0,663,663,684,0,1,1 ,0.0,0.0,0,1,1100,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5814,4,34.0,1,1125,1125,15,5,3,3.8,27,0,30,609,997,0,4,1 ,0.0,1.0,1,1,1570,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5815,2,55.0,2,10,1125,27,1,0,5.0,2,0,661,661,2017,0,5,1 ,0.0,1.0,0,1,2380,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5816,4,56.0,1,1125,1125,30,47,27,4.83,1,0,15,554,683,0,5,1 ,0.0,0.0,1,1,1570,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
5817,3,49.0,1,1125,1125,30,8,3,4.13,29,0,636,647,1111,0,5,1 ,0.0,1.0,1,1,1400,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1
5818,2,18.0,2,1125,1125,4,28,11,4.54,8,8,39,616,1316,2,5,2  ,0.0,1.0,1,0,1375,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5819,4,48.0,2,60,1125,15,7,3,4.43,15,0,9,23,1480,0,5,1 ,1.0,1.0,1,1,1950,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5820,2,33.0,2,500,1125,4,62,16,4.61,12,0,83,670,1978,0,5,1 ,0.0,1.0,1,1,1050,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5821,7,44.0,1,7,1125,30,1,0,5.0,1,0,642,642,682,0,1,1.5 ,0.0,0.0,0,1,1175,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5822,3,59.0,2,270,1125,12,82,52,4.77,2,0,22,666,1757,0,5,1 ,0.0,1.0,1,1,1950,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
5823,3,40.0,3,50,1125,0,1,0,5.0,1,0,475,475,680,0,0,1 ,0.0,0.0,0,1,1680,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5825,2,30.0,2,21,21,23,14,12,5.0,22,0,64,649,2786,0,0,1 ,0.0,1.0,1,1,1570,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5826,2,114.0,1,1125,1125,0,5,3,5.0,3,0,89,647,1616,0,5,1 ,1.0,1.0,0,1,4000,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
5827,7,58.0,2,1125,1125,13,2,2,5.0,4,0,86,109,838,0,3,1 ,0.0,1.0,1,1,1680,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5828,3,34.0,1,10,10,27,4,3,4.75,54,43,94,403,3488,2,5,1  ,0.0,1.0,1,0,2380,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
