type,properties/Name,properties/description,properties/tessellate,geometry/type,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1,geometry/coordinates/2/0,geometry/coordinates/2/1,geometry/coordinates/3/0,geometry/coordinates/3/1,geometry/coordinates/4/0,geometry/coordinates/4/1,geometry/coordinates/5/0,geometry/coordinates/5/1,geometry/coordinates/6/0,geometry/coordinates/6/1,geometry/coordinates/7/0,geometry/coordinates/7/1,geometry/coordinates/8/0,geometry/coordinates/8/1,geometry/coordinates/9/0,geometry/coordinates/9/1,geometry/coordinates/10/0,geometry/coordinates/10/1,geometry/coordinates/11/0,geometry/coordinates/11/1,geometry/coordinates/12/0,geometry/coordinates/12/1,geometry/coordinates/13/0,geometry/coordinates/13/1,geometry/coordinates/14/0,geometry/coordinates/14/1,geometry/coordinates/15/0,geometry/coordinates/15/1,geometry/coordinates/16/0,geometry/coordinates/16/1,geometry/coordinates/17/0,geometry/coordinates/17/1,geometry/coordinates/18/0,geometry/coordinates/18/1,geometry/coordinates/19/0,geometry/coordinates/19/1,geometry/coordinates/20/0,geometry/coordinates/20/1,geometry/coordinates/21/0,geometry/coordinates/21/1,geometry/coordinates/22/0,geometry/coordinates/22/1,geometry/coordinates/23/0,geometry/coordinates/23/1,geometry/coordinates/24/0,geometry/coordinates/24/1,geometry/coordinates/25/0,geometry/coordinates/25/1,geometry/coordinates/26/0,geometry/coordinates/26/1,geometry/coordinates/27/0,geometry/coordinates/27/1,geometry/coordinates/28/0,geometry/coordinates/28/1,geometry/coordinates/29/0,geometry/coordinates/29/1,geometry/coordinates/30/0,geometry/coordinates/30/1,geometry/coordinates/31/0,geometry/coordinates/31/1,geometry/coordinates/32/0,geometry/coordinates/32/1,geometry/coordinates/33/0,geometry/coordinates/33/1,geometry/coordinates/34/0,geometry/coordinates/34/1,geometry/coordinates/35/0,geometry/coordinates/35/1,geometry/coordinates/36/0,geometry/coordinates/36/1,geometry/coordinates/37/0,geometry/coordinates/37/1,geometry/coordinates/38/0,geometry/coordinates/38/1,geometry/coordinates/39/0,geometry/coordinates/39/1,geometry/coordinates/40/0,geometry/coordinates/40/1,geometry/coordinates/41/0,geometry/coordinates/41/1,geometry/coordinates/42/0,geometry/coordinates/42/1,geometry/coordinates/43/0,geometry/coordinates/43/1,geometry/coordinates/44/0,geometry/coordinates/44/1,geometry/coordinates/45/0,geometry/coordinates/45/1,geometry/coordinates/46/0,geometry/coordinates/46/1,geometry/coordinates/47/0,geometry/coordinates/47/1,geometry/coordinates/48/0,geometry/coordinates/48/1,geometry/coordinates/49/0,geometry/coordinates/49/1,geometry/coordinates/50/0,geometry/coordinates/50/1,geometry/coordinates/51/0,geometry/coordinates/51/1,geometry/coordinates/52/0,geometry/coordinates/52/1,geometry/coordinates/53/0,geometry/coordinates/53/1,geometry/coordinates/54/0,geometry/coordinates/54/1,geometry/coordinates/55/0,geometry/coordinates/55/1,geometry/coordinates/56/0,geometry/coordinates/56/1,geometry/coordinates/57/0,geometry/coordinates/57/1,geometry/coordinates/58/0,geometry/coordinates/58/1,geometry/coordinates/59/0,geometry/coordinates/59/1,geometry/coordinates/60/0,geometry/coordinates/60/1,geometry/coordinates/61/0,geometry/coordinates/61/1,geometry/coordinates/62/0,geometry/coordinates/62/1,geometry/coordinates/63/0,geometry/coordinates/63/1,geometry/coordinates/64/0,geometry/coordinates/64/1,geometry/coordinates/65/0,geometry/coordinates/65/1,geometry/coordinates/66/0,geometry/coordinates/66/1,geometry/coordinates/67/0,geometry/coordinates/67/1,geometry/coordinates/68/0,geometry/coordinates/68/1,geometry/coordinates/69/0,geometry/coordinates/69/1,geometry/coordinates/70/0,geometry/coordinates/70/1,geometry/coordinates/71/0,geometry/coordinates/71/1,geometry/coordinates/72/0,geometry/coordinates/72/1,geometry/coordinates/73/0,geometry/coordinates/73/1,geometry/coordinates/74/0,geometry/coordinates/74/1,geometry/coordinates/75/0,geometry/coordinates/75/1,geometry/coordinates/76/0,geometry/coordinates/76/1,geometry/coordinates/77/0,geometry/coordinates/77/1,geometry/coordinates/78/0,geometry/coordinates/78/1,geometry/coordinates/79/0,geometry/coordinates/79/1,geometry/coordinates/80/0,geometry/coordinates/80/1,geometry/coordinates/81/0,geometry/coordinates/81/1,geometry/coordinates/82/0,geometry/coordinates/82/1,geometry/coordinates/83/0,geometry/coordinates/83/1,geometry/coordinates/84/0,geometry/coordinates/84/1,geometry/coordinates/85/0,geometry/coordinates/85/1,geometry/coordinates/86/0,geometry/coordinates/86/1,geometry/coordinates/87/0,geometry/coordinates/87/1,geometry/coordinates/88/0,geometry/coordinates/88/1,geometry/coordinates/89/0,geometry/coordinates/89/1,geometry/coordinates/90/0,geometry/coordinates/90/1,geometry/coordinates/91/0,geometry/coordinates/91/1,geometry/coordinates/92/0,geometry/coordinates/92/1,geometry/coordinates/93/0,geometry/coordinates/93/1,geometry/coordinates/94/0,geometry/coordinates/94/1,geometry/coordinates/0,geometry/coordinates/1,geometry/coordinates/95/0,geometry/coordinates/95/1,geometry/coordinates/96/0,geometry/coordinates/96/1,geometry/coordinates/97/0,geometry/coordinates/97/1,geometry/coordinates/98/0,geometry/coordinates/98/1,geometry/coordinates/99/0,geometry/coordinates/99/1,geometry/coordinates/100/0,geometry/coordinates/100/1,geometry/coordinates/101/0,geometry/coordinates/101/1,geometry/coordinates/102/0,geometry/coordinates/102/1,geometry/coordinates/103/0,geometry/coordinates/103/1,geometry/coordinates/104/0,geometry/coordinates/104/1,geometry/coordinates/105/0,geometry/coordinates/105/1,geometry/coordinates/106/0,geometry/coordinates/106/1,geometry/coordinates/107/0,geometry/coordinates/107/1,geometry/coordinates/108/0,geometry/coordinates/108/1,geometry/coordinates/109/0,geometry/coordinates/109/1,geometry/coordinates/110/0,geometry/coordinates/110/1,geometry/coordinates/111/0,geometry/coordinates/111/1,geometry/coordinates/112/0,geometry/coordinates/112/1,geometry/coordinates/113/0,geometry/coordinates/113/1,geometry/coordinates/114/0,geometry/coordinates/114/1,geometry/coordinates/115/0,geometry/coordinates/115/1,geometry/coordinates/116/0,geometry/coordinates/116/1,geometry/coordinates/117/0,geometry/coordinates/117/1,geometry/coordinates/118/0,geometry/coordinates/118/1,geometry/coordinates/119/0,geometry/coordinates/119/1,geometry/coordinates/120/0,geometry/coordinates/120/1,geometry/coordinates/121/0,geometry/coordinates/121/1,geometry/coordinates/122/0,geometry/coordinates/122/1,geometry/coordinates/123/0,geometry/coordinates/123/1,geometry/coordinates/124/0,geometry/coordinates/124/1,geometry/coordinates/125/0,geometry/coordinates/125/1,geometry/coordinates/126/0,geometry/coordinates/126/1,geometry/coordinates/127/0,geometry/coordinates/127/1,geometry/coordinates/128/0,geometry/coordinates/128/1,geometry/coordinates/129/0,geometry/coordinates/129/1,geometry/coordinates/130/0,geometry/coordinates/130/1,geometry/coordinates/131/0,geometry/coordinates/131/1,geometry/coordinates/132/0,geometry/coordinates/132/1,geometry/coordinates/133/0,geometry/coordinates/133/1,geometry/coordinates/134/0,geometry/coordinates/134/1,geometry/coordinates/135/0,geometry/coordinates/135/1,geometry/coordinates/136/0,geometry/coordinates/136/1,geometry/coordinates/137/0,geometry/coordinates/137/1,geometry/coordinates/138/0,geometry/coordinates/138/1,geometry/coordinates/139/0,geometry/coordinates/139/1,geometry/coordinates/140/0,geometry/coordinates/140/1,geometry/coordinates/141/0,geometry/coordinates/141/1,geometry/coordinates/142/0,geometry/coordinates/142/1,geometry/coordinates/143/0,geometry/coordinates/143/1,geometry/coordinates/144/0,geometry/coordinates/144/1,geometry/coordinates/145/0,geometry/coordinates/145/1,geometry/coordinates/146/0,geometry/coordinates/146/1,geometry/coordinates/147/0,geometry/coordinates/147/1,geometry/coordinates/148/0,geometry/coordinates/148/1
Feature,Faliro (Φάληρο) / S.E.F. (Σ.Ε.Φ.),"ISAP ""Faliro"" station (metro line 1)<br>Tram terminus ""S.E.F."" station of lines 3 and 4<br>Σταθμός ""Φάληρο"" του ΗΣΑΠ (γραμμή 1 του μετρό)<br>Τέρμα ""Σ.Ε.Φ."" των γραμμών 3 και 4 του τραμ",-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.664551,37.944198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Piraeus (Πειραιάς),,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.639188,37.947616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,"International Airport ""Eleftherios Venizelos"" of Athens (Διεθνές Αεροδρόμιο Αθηνών Ελευθέριος Βενιζέλος)",,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.952599,37.940542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Larissa Station,Σταθμός Λαρίσης,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.720652,37.992341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Kifissia (Κηφισιά),End of the ISAP line (metro line 1)<br>Τέρμα της γραμμής του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.808231,38.073197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,K.A.T. (Κ.Α.Τ.),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.804004,38.065832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Maroussi (Μαρούσι),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.804766,38.056134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Neratziotissa (Νεραντζιώτισσα),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.793018,38.045092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Irini (Ειρήνη),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.783276,38.043385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Tram- Line 3 : Piraeus - Voula,Πειραιάς (Σ.Ε.Φ.) - Βουλα,1,LineString,23.663408,37.94377,23.665495,37.943698,23.66579,37.943736,23.666005,37.943918,23.666187,37.944269,23.666434,37.944401,23.672528,37.944451,23.678455,37.944088,23.67948,37.943897,23.683466,37.942759,23.684619,37.942353,23.685542,37.941913,23.686856,37.941202,23.68853,37.940305,23.689227,37.939958,23.689506,37.939595,23.689839,37.939036,23.6903,37.938139,23.691105,37.937674,23.692049,37.937386,23.693057,37.937115,23.693765,37.93676,23.694227,37.936252,23.694484,37.935685,23.694463,37.935144,23.694388,37.934814,23.694184,37.93445,23.693626,37.933858,23.693283,37.93357,23.692907,37.933477,23.692499,37.933494,23.691738,37.933468,23.691244,37.933367,23.690659,37.933231,23.690085,37.932872,23.688986,37.932609,23.687913,37.932372,23.68736,37.932072,23.686856,37.9312,23.686497,37.930452,23.686389,37.929821,23.686577,37.929153,23.686845,37.928645,23.687666,37.927909,23.688648,37.927519,23.689646,37.926935,23.690515,37.926021,23.69163,37.924523,23.692328,37.923652,23.692934,37.923089,23.693508,37.922666,23.6945,37.922187,23.697059,37.921138,23.698545,37.920444,23.69958,37.919775,23.700149,37.919369,23.700487,37.918832,23.700761,37.918282,23.70105,37.917782,23.701528,37.917376,23.702252,37.917067,23.703099,37.916919,23.703732,37.916792,23.704371,37.916538,23.705186,37.915937,23.706071,37.915366,23.706667,37.914693,23.707058,37.91427,23.707305,37.914054,23.707847,37.913749,23.708056,37.913597,23.708271,37.91344,23.708528,37.912928,23.708845,37.912412,23.710079,37.911375,23.710814,37.910803,23.711661,37.910135,23.712353,37.909783,23.713989,37.90906,23.714617,37.908543,23.716725,37.906592,23.717814,37.905022,23.718957,37.903726,23.719295,37.90277,23.719343,37.901834,23.719295,37.900141,23.719364,37.899413,23.719804,37.898012,23.72055,37.895616,23.721097,37.893512,23.72129,37.893148,23.722857,37.890578,23.726837,37.884668,23.729702,37.880167,23.730083,37.879134,,,23.73049,37.877758,23.731032,37.876484,23.731375,37.875988,23.731644,37.875514,23.731617,37.875019,23.731767,37.874485,23.732432,37.873884,23.73321,37.873257,23.734041,37.872114,23.73571,37.870606,23.736198,37.87006,23.736418,37.86948,23.736836,37.868341,23.737271,37.867879,23.737925,37.867591,23.738413,37.867502,23.739036,37.867312,23.739454,37.866884,23.740307,37.866003,23.740897,37.865605,23.741852,37.865037,23.742941,37.864516,23.743998,37.864106,23.744647,37.863839,23.744963,37.863204,23.745178,37.862717,23.74595,37.862462,23.746514,37.862645,23.746921,37.86306,23.747281,37.863293,23.748279,37.863381,23.749341,37.863242,23.750607,37.862933,23.751551,37.862534,23.752468,37.861988,23.753176,37.861361,23.753691,37.860806,23.754297,37.859777,23.754523,37.859163,23.754678,37.858155,23.754485,37.857168,23.754281,37.856592,23.753938,37.855741,23.753589,37.855284,23.752908,37.854784,23.75271,37.854534,23.752613,37.853932,23.752345,37.853767,23.751776,37.853708,23.75147,37.853441,23.751492,37.852967,23.751717,37.852094,23.751948,37.851141,23.752474,37.849205
Feature,Tram- Line 4 : Syntagma - Piraeus,Σύνταγμα - Πειραιάς (Σ.Ε.Φ.),1,LineString,23.73527,37.974688,23.735045,37.973635,23.734878,37.973344,23.732931,37.971085,23.73284,37.970887,23.732899,37.970696,23.733135,37.97057,23.736466,37.969225,23.737223,37.969072,23.737566,37.969005,23.737721,37.968857,23.737689,37.968692,23.737271,37.968404,23.736514,37.968155,23.735667,37.967998,23.73498,37.967855,23.73461,37.967677,23.734412,37.96747,23.7341,37.96733,23.732952,37.967237,23.732078,37.967013,23.731177,37.966379,23.730361,37.965786,23.729761,37.965545,23.728645,37.9653,23.727862,37.965097,23.727159,37.964649,23.72674,37.964103,23.726547,37.963621,23.726027,37.963224,23.725405,37.962834,23.725206,37.962458,23.724058,37.961489,23.723415,37.961041,23.723286,37.960737,23.723221,37.959717,23.723393,37.959316,23.724053,37.958791,23.724788,37.958152,23.725142,37.958009,23.727121,37.957767,23.727652,37.957683,23.727862,37.957467,23.727781,37.957264,23.727293,37.956938,23.72644,37.956515,23.72511,37.955801,23.724171,37.955048,23.722857,37.953791,23.720062,37.95127,23.716452,37.948364,23.716258,37.948161,23.716049,37.947806,23.715792,37.947616,23.715309,37.947421,23.715084,37.947193,23.714697,37.946105,23.714166,37.944426,23.711409,37.935546,23.709521,37.92944,23.709338,37.929275,23.70377,37.927925,23.703464,37.927756,23.70325,37.927557,23.698824,37.920732,23.698711,37.920668,23.698529,37.920681,23.69707,37.921316,23.694275,37.922573,23.693696,37.922881,23.692456,37.92388,23.690772,37.926148,23.690209,37.926817,23.689796,37.927244,23.689093,37.927659,23.687913,37.928154,23.687237,37.9287,23.686888,37.929275,23.686792,37.929918,23.687022,37.930807,23.68751,37.931691,23.687768,37.931932,23.688605,37.932258,23.689699,37.932449,23.690252,37.932631,23.690906,37.933003,23.691512,37.933189,23.692419,37.933248,23.692993,37.933223,23.693411,37.933329,23.693862,37.933621,23.694173,37.933976,23.694431,37.934247,23.694677,37.934585,23.69479,37.935025,,,23.694795,37.935482,23.694645,37.93613,23.694221,37.936777,23.693712,37.937098,23.692859,37.937386,23.691582,37.93778,23.69082,37.938127,23.690375,37.938567,23.689951,37.939624,23.68942,37.940174,23.687918,37.940948,23.685113,37.942425,23.683986,37.94284,23.681867,37.943461,23.679507,37.944121,23.67853,37.944307,23.675811,37.944472,23.672608,37.944671,23.667131,37.944595,23.666579,37.944604,23.666182,37.944561,23.665972,37.944396,23.66572,37.944003,23.665522,37.943893,23.663456,37.943939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Tram- Line 5 : Syntagma - Voula,Σύνταγμα - Βούλα,1,LineString,23.75278,37.84928,23.75181,37.85308,23.75187,37.85335,23.7522,37.8535,23.75257,37.85356,23.75291,37.85375,23.75303,37.85444,23.75412,37.8553,23.75472,37.85668,23.75505,37.85807,23.75497,37.85897,23.75465,37.85991,23.75397,37.86094,23.75291,37.86206,23.75223,37.86257,23.75112,37.86316,23.7491,37.86359,23.74803,37.86367,23.7469,37.86359,23.74627,37.86299,23.74584,37.86292,23.74546,37.86313,23.74524,37.86381,23.74482,37.86417,23.74199,37.86552,23.74059,37.86652,23.73964,37.86743,23.73903,37.86782,23.73788,37.86812,23.73733,37.86859,23.73692,37.86974,23.73655,37.87048,23.73436,37.87245,23.73295,37.87416,23.73232,37.87482,23.73234,37.87547,23.73156,37.87695,23.73041,37.8803,23.7288,37.88293,23.72181,37.89335,23.71978,37.89985,23.71977,37.9026,23.71948,37.9037,23.7169,37.907,23.71433,37.90923,23.71182,37.91042,23.70925,37.91269,23.70845,37.91384,23.7074,37.91452,23.70657,37.91534,23.70558,37.91608,23.70454,37.91679,23.70348,37.91713,23.70224,37.91733,23.70158,37.91765,23.70115,37.91813,23.70053,37.91922,23.69998,37.9198,23.69915,37.9203,23.699,37.92047,23.69901,37.92066,23.70353,37.92754,23.70381,37.9277,23.70933,37.92902,23.70965,37.92916,23.70985,37.92953,23.71537,37.94711,23.71552,37.94727,23.71593,37.94742,23.71626,37.94764,23.71659,37.94814,23.72037,37.95105,23.72533,37.95564,23.72805,37.95704,23.72835,37.95745,23.7281,37.95785,23.72537,37.95829,23.72479,37.95855,23.72361,37.95963,23.72366,37.96088,23.72556,37.96242,23.72569,37.96275,23.72687,37.96349,23.72704,37.96396,23.72748,37.96449,23.72813,37.96483,23.72992,37.9652,23.73081,37.9656,23.73233,37.96672,23.73305,37.96697,23.73417,37.96697,23.73475,37.96728,23.73502,37.96758,23.73674,37.9679,23.73747,37.96811,,,23.73812,37.96866,23.738226,37.969068,23.73776,37.96933,23.736928,37.969466,23.733494,37.970768,23.733376,37.971073,23.734717,37.972722,23.735286,37.973449,23.735586,37.974608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Syntagma (Σύνταγμα),Metro station of lines 2 and 3<br>Tram terminus station of lines 4 and 5<br>Στάση των γραμμών 2 και 3 του μετρό<br>Τέρμα των γραμμών 4 και 5 του τραμ,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.735619,37.975022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Monastiraki (Μοναστηράκι‎),Metro station of line 3<br>ISAP station (metro line 1)<br>Στάση της γραμμής 3 του μετρό<br> <br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.725775,37.976211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Omonia (Ομόνοια‎),Metro station of line 2<br>ISAP station (metro line 1)<br>Στάση της γραμμής 2 του μετρό<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.728151,37.984054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Attiki (Αττική‎),Metro station of line 2<br>ISAP station (metro line 1)<br>Στάση της γραμμής 2 του μετρό<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.722744,37.999325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Syngrou-Fix (Συγγρού-Φιξ‎),Metro station of line 2<br>Tram station of lines 4 and 5<br>Στάση της γραμμής 2 του μετρό<br>Στάση των γραμμών 4 και 5 του τραμ,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.726939,37.964002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Iraklio (Ηράκλειο),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.766228,38.046182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
