type,properties/Name,properties/description,properties/tessellate,geometry/type,geometry/coordinates/0/0,geometry/coordinates/0/1,geometry/coordinates/1/0,geometry/coordinates/1/1,geometry/coordinates/2/0,geometry/coordinates/2/1,geometry/coordinates/3/0,geometry/coordinates/3/1,geometry/coordinates/4/0,geometry/coordinates/4/1,geometry/coordinates/5/0,geometry/coordinates/5/1,geometry/coordinates/6/0,geometry/coordinates/6/1,geometry/coordinates/7/0,geometry/coordinates/7/1,geometry/coordinates/8/0,geometry/coordinates/8/1,geometry/coordinates/9/0,geometry/coordinates/9/1,geometry/coordinates/10/0,geometry/coordinates/10/1,geometry/coordinates/11/0,geometry/coordinates/11/1,geometry/coordinates/12/0,geometry/coordinates/12/1,geometry/coordinates/13/0,geometry/coordinates/13/1,geometry/coordinates/14/0,geometry/coordinates/14/1,geometry/coordinates/15/0,geometry/coordinates/15/1,geometry/coordinates/16/0,geometry/coordinates/16/1,geometry/coordinates/17/0,geometry/coordinates/17/1,geometry/coordinates/18/0,geometry/coordinates/18/1,geometry/coordinates/19/0,geometry/coordinates/19/1,geometry/coordinates/20/0,geometry/coordinates/20/1,geometry/coordinates/21/0,geometry/coordinates/21/1,geometry/coordinates/22/0,geometry/coordinates/22/1,geometry/coordinates/23/0,geometry/coordinates/23/1,geometry/coordinates/24/0,geometry/coordinates/24/1,geometry/coordinates/25/0,geometry/coordinates/25/1,geometry/coordinates/26/0,geometry/coordinates/26/1,geometry/coordinates/27/0,geometry/coordinates/27/1,geometry/coordinates/28/0,geometry/coordinates/28/1,geometry/coordinates/29/0,geometry/coordinates/29/1,geometry/coordinates/30/0,geometry/coordinates/30/1,geometry/coordinates/31/0,geometry/coordinates/31/1,geometry/coordinates/32/0,geometry/coordinates/32/1,geometry/coordinates/33/0,geometry/coordinates/33/1,geometry/coordinates/34/0,geometry/coordinates/34/1,geometry/coordinates/35/0,geometry/coordinates/35/1,geometry/coordinates/36/0,geometry/coordinates/36/1,geometry/coordinates/37/0,geometry/coordinates/37/1,geometry/coordinates/38/0,geometry/coordinates/38/1,geometry/coordinates/39/0,geometry/coordinates/39/1,geometry/coordinates/40/0,geometry/coordinates/40/1,geometry/coordinates/41/0,geometry/coordinates/41/1,geometry/coordinates/42/0,geometry/coordinates/42/1,geometry/coordinates/43/0,geometry/coordinates/43/1,geometry/coordinates/44/0,geometry/coordinates/44/1,geometry/coordinates/45/0,geometry/coordinates/45/1,geometry/coordinates/46/0,geometry/coordinates/46/1,geometry/coordinates/47/0,geometry/coordinates/47/1,geometry/coordinates/48/0,geometry/coordinates/48/1,geometry/coordinates/49/0,geometry/coordinates/49/1,geometry/coordinates/50/0,geometry/coordinates/50/1,geometry/coordinates/51/0,geometry/coordinates/51/1,geometry/coordinates/52/0,geometry/coordinates/52/1,geometry/coordinates/53/0,geometry/coordinates/53/1,geometry/coordinates/54/0,geometry/coordinates/54/1,geometry/coordinates/55/0,geometry/coordinates/55/1,geometry/coordinates/56/0,geometry/coordinates/56/1,geometry/coordinates/57/0,geometry/coordinates/57/1,geometry/coordinates/58/0,geometry/coordinates/58/1,geometry/coordinates/59/0,geometry/coordinates/59/1,geometry/coordinates/60/0,geometry/coordinates/60/1,geometry/coordinates/61/0,geometry/coordinates/61/1,geometry/coordinates/62/0,geometry/coordinates/62/1,geometry/coordinates/63/0,geometry/coordinates/63/1,geometry/coordinates/64/0,geometry/coordinates/64/1,geometry/coordinates/65/0,geometry/coordinates/65/1,geometry/coordinates/66/0,geometry/coordinates/66/1,geometry/coordinates/67/0,geometry/coordinates/67/1,geometry/coordinates/68/0,geometry/coordinates/68/1,geometry/coordinates/69/0,geometry/coordinates/69/1,geometry/coordinates/70/0,geometry/coordinates/70/1,geometry/coordinates/71/0,geometry/coordinates/71/1,geometry/coordinates/72/0,geometry/coordinates/72/1,geometry/coordinates/73/0,geometry/coordinates/73/1,geometry/coordinates/74/0,geometry/coordinates/74/1,geometry/coordinates/75/0,geometry/coordinates/75/1,geometry/coordinates/76/0,geometry/coordinates/76/1,geometry/coordinates/77/0,geometry/coordinates/77/1,geometry/coordinates/78/0,geometry/coordinates/78/1,geometry/coordinates/79/0,geometry/coordinates/79/1,geometry/coordinates/80/0,geometry/coordinates/80/1,geometry/coordinates/81/0,geometry/coordinates/81/1,geometry/coordinates/82/0,geometry/coordinates/82/1,geometry/coordinates/83/0,geometry/coordinates/83/1,geometry/coordinates/84/0,geometry/coordinates/84/1,geometry/coordinates/85/0,geometry/coordinates/85/1,geometry/coordinates/86/0,geometry/coordinates/86/1,geometry/coordinates/87/0,geometry/coordinates/87/1,geometry/coordinates/88/0,geometry/coordinates/88/1,geometry/coordinates/89/0,geometry/coordinates/89/1,geometry/coordinates/90/0,geometry/coordinates/90/1,geometry/coordinates/91/0,geometry/coordinates/91/1,geometry/coordinates/92/0,geometry/coordinates/92/1,geometry/coordinates/93/0,geometry/coordinates/93/1,geometry/coordinates/94/0,geometry/coordinates/94/1,geometry/coordinates/0,geometry/coordinates/1,geometry/coordinates/95/0,geometry/coordinates/95/1,geometry/coordinates/96/0,geometry/coordinates/96/1,geometry/coordinates/97/0,geometry/coordinates/97/1,geometry/coordinates/98/0,geometry/coordinates/98/1,geometry/coordinates/99/0,geometry/coordinates/99/1,geometry/coordinates/100/0,geometry/coordinates/100/1,geometry/coordinates/101/0,geometry/coordinates/101/1,geometry/coordinates/102/0,geometry/coordinates/102/1,geometry/coordinates/103/0,geometry/coordinates/103/1,geometry/coordinates/104/0,geometry/coordinates/104/1,geometry/coordinates/105/0,geometry/coordinates/105/1,geometry/coordinates/106/0,geometry/coordinates/106/1,geometry/coordinates/107/0,geometry/coordinates/107/1,geometry/coordinates/108/0,geometry/coordinates/108/1,geometry/coordinates/109/0,geometry/coordinates/109/1,geometry/coordinates/110/0,geometry/coordinates/110/1,geometry/coordinates/111/0,geometry/coordinates/111/1,geometry/coordinates/112/0,geometry/coordinates/112/1,geometry/coordinates/113/0,geometry/coordinates/113/1,geometry/coordinates/114/0,geometry/coordinates/114/1,geometry/coordinates/115/0,geometry/coordinates/115/1,geometry/coordinates/116/0,geometry/coordinates/116/1,geometry/coordinates/117/0,geometry/coordinates/117/1,geometry/coordinates/118/0,geometry/coordinates/118/1,geometry/coordinates/119/0,geometry/coordinates/119/1,geometry/coordinates/120/0,geometry/coordinates/120/1,geometry/coordinates/121/0,geometry/coordinates/121/1,geometry/coordinates/122/0,geometry/coordinates/122/1,geometry/coordinates/123/0,geometry/coordinates/123/1,geometry/coordinates/124/0,geometry/coordinates/124/1,geometry/coordinates/125/0,geometry/coordinates/125/1,geometry/coordinates/126/0,geometry/coordinates/126/1,geometry/coordinates/127/0,geometry/coordinates/127/1,geometry/coordinates/128/0,geometry/coordinates/128/1,geometry/coordinates/129/0,geometry/coordinates/129/1,geometry/coordinates/130/0,geometry/coordinates/130/1,geometry/coordinates/131/0,geometry/coordinates/131/1,geometry/coordinates/132/0,geometry/coordinates/132/1,geometry/coordinates/133/0,geometry/coordinates/133/1,geometry/coordinates/134/0,geometry/coordinates/134/1,geometry/coordinates/135/0,geometry/coordinates/135/1,geometry/coordinates/136/0,geometry/coordinates/136/1,geometry/coordinates/137/0,geometry/coordinates/137/1,geometry/coordinates/138/0,geometry/coordinates/138/1,geometry/coordinates/139/0,geometry/coordinates/139/1,geometry/coordinates/140/0,geometry/coordinates/140/1,geometry/coordinates/141/0,geometry/coordinates/141/1,geometry/coordinates/142/0,geometry/coordinates/142/1,geometry/coordinates/143/0,geometry/coordinates/143/1,geometry/coordinates/144/0,geometry/coordinates/144/1,geometry/coordinates/145/0,geometry/coordinates/145/1,geometry/coordinates/146/0,geometry/coordinates/146/1,geometry/coordinates/147/0,geometry/coordinates/147/1,geometry/coordinates/148/0,geometry/coordinates/148/1
Feature,Nea Ionia (Νέα Ιωνία),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.754898,38.041425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Pefkakia (Πευκάκια),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.750113,38.037039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Perissos (Περισσός),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.74476,38.032772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Ano Patissia (Άνω Πατήσια),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.735983,38.023796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Agios Eleftherios (Άγιος Ελευθέριος),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.731649,38.019866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Kato Patissia (Κάτω Πατήσια),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.728623,38.011912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Agios Nikolaos (Άγιος Νικόλαος),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.727701,38.006967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Victoria (Βικτώρια),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.730211,37.993017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Thissio (Θησείο),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.720673,37.976697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Petralona (Πετράλωνα),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.709054,37.968256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Tavros (Ταύρος),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.703411,37.962411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Kallithea (Καλλιθέα),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.697209,37.960339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Moschato (Μοσχάτο),ISAP station (metro line 1)<br>Σταθμός του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6797,37.955027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Piraeus (Πειραιάς),End of the ISAP line (metro line 1)<br><br><br>Τέρμα της γραμμής του ΗΣΑΠ (γραμμή 1 του μετρό),-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.643265,37.948022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Anthoupoli (Ανθούπολη),End of the metro line 2<br>Τέρμα της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.691024,38.017031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Peristeri (Περιστέρι),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.695782,38.012906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Agios Antonios (Άγιος Αντώνιος),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.699741,38.006173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Sepolia (Σεπόλια),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.713431,38.002859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Larissa Station (Σταθμός Λαρίσης),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.72107,37.992113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Metaxourghio (Μεταξουργείο)),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.721199,37.986185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Panepistimio (Πανεπιστήμιο),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.732743,37.980046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Akropoli (Ακρόπολη),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.729482,37.968425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Agios Ioannis (Άγιος Ιωάννης),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.734674,37.956507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Dafni (Δάφνη),Station of metro line 2<br>Στάση της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.737367,37.949164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Agios Dimitrios (Άγιος Δημήτριος),End of the metro line 2<br>Τέρμα της γραμμής 2 του μετρό,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.740629,37.940415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Ilioupoli,Spring 2010 - Άνοιξη 2010,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.744717,37.929394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,Alimos,Spring 2010 - Άνοιξη 2010,-1,Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.744084,37.918231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
